-3,-38
-2.9,-34.409
-2.8,-31.032
-2.7,-27.863
-2.6,-24.896
-2.5,-22.125
-2.4,-19.544
-2.3,-17.147
-2.2,-14.928
-2.1,-12.881
-2,-11
-1.9,-9.279
-1.8,-7.712
-1.7,-6.293
-1.6,-5.016
-1.5,-3.875
-1.4,-2.864
-1.3,-1.977
-1.2,-1.208
-1.1,-0.551
-1,0
-0.9,0.451
-0.8,0.808
-0.7,1.077
-0.6,1.264
-0.5,1.375
-0.4,1.416
-0.3,1.393
-0.2,1.312
-0.1,1.179
0,1
0.1,0.781
0.2,0.528
0.3,0.247
0.4,-0.056
0.5,-0.375
0.6,-0.704
0.7,-1.037
0.8,-1.368
0.9,-1.691
1,-2
1.1,-2.289
1.2,-2.552
1.3,-2.783
1.4,-2.976
1.5,-3.125
1.6,-3.224
1.7,-3.267
1.8,-3.248
1.9,-3.161
2,-3
2.1,-2.759
2.2,-2.432
2.3,-2.013
2.4,-1.496
2.5,-0.875
2.6,-0.144
2.7,0.703
2.8,1.672
2.9,2.769
