-6,-6.96017
-5.9,-6.827478
-5.8,-6.68552
-5.7,-6.534713
-5.6,-6.375566
-5.5,-6.20867
-5.4,-6.034693
-5.3,-5.854374
-5.2,-5.668517
-5.1,-5.477978
-5,-5.283662
-4.9,-5.086512
-4.8,-4.887499
-4.7,-4.687611
-4.6,-4.487847
-4.5,-4.289204
-4.4,-4.092667
-4.3,-3.899201
-4.2,-3.709739
-4.1,-3.525176
-4,-3.346356
-3.9,-3.174068
-3.8,-3.009032
-3.7,-2.8519
-3.6,-2.703242
-3.5,-2.563543
-3.4,-2.433202
-3.3,-2.31252
-3.2,-2.201705
-3.1,-2.100865
-3,-2.010008
-2.9,-1.929042
-2.8,-1.857778
-2.7,-1.795928
-2.6,-1.743111
-2.5,-1.698856
-2.4,-1.662606
-2.3,-1.633724
-2.2,-1.611499
-2.1,-1.595154
-2,-1.583853
-1.9,-1.57671
-1.8,-1.572798
-1.7,-1.571156
-1.6,-1.5708
-1.5,-1.570737
-1.4,-1.569967
-1.3,-1.567499
-1.2,-1.562358
-1.1,-1.553596
-1,-1.540302
-0.9,-1.52161
-0.8,-1.496707
-0.7,-1.464842
-0.6,-1.425336
-0.5,-1.377583
-0.4,-1.321061
-0.3,-1.255336
-0.2,-1.180067
-0.1,-1.095004
0,-1
0.1,-0.895004
0.2,-0.780067
0.3,-0.655336
0.4,-0.521061
0.5,-0.377583
0.6,-0.225336
0.7,-0.064842
0.8,0.103293
0.9,0.27839
1,0.459698
1.1,0.646404
1.2,0.837642
1.3,1.032501
1.4,1.230033
1.5,1.429263
1.6,1.6292
1.7,1.828844
1.8,2.027202
1.9,2.22329
2,2.416147
2.1,2.604846
2.2,2.788501
2.3,2.966276
2.4,3.137394
2.5,3.301144
2.6,3.456889
2.7,3.604072
2.8,3.742222
2.9,3.870958
3,3.989992
3.1,4.099135
3.2,4.198295
3.3,4.28748
3.4,4.366798
3.5,4.436457
3.6,4.496758
3.7,4.5481
3.8,4.590968
3.9,4.625932
4,4.653644
4.1,4.674824
4.2,4.690261
4.3,4.700799
4.4,4.707333
4.5,4.710796
4.6,4.712153
4.7,4.712389
4.8,4.712501
4.9,4.713488
5,4.716338
5.1,4.722022
5.2,4.731483
5.3,4.745626
5.4,4.765307
5.5,4.79133
5.6,4.824434
5.7,4.865287
5.8,4.91448
5.9,4.972522
6,5.03983
